,Year,Laureate_Id_x,Firstname_x,Lastname_x,Category,Prize_Share,Motivation,Name_key,Laureate_Id_y,Firstname_y,Lastname_y,Gender,Birth_Date,Birth_Country,Birth_City,Birth_Country_Code,Death_Date,Death_Country,Death_City,Death_Country_Code,Organization_Name,Organization_City,Organization_Country
314,1958,364,George,Beadle,medicine,4,"""for their discovery that genes act by regulating definite chemical events""",George Beadle,364,George,Beadle,male,22/10/1903,USA,Wahoo NE,US,09/06/1989,USA,Pomona CA,US,California Institute of Technology (Caltech),Pasadena CA,USA
315,1959,368,Arthur,Kornberg,medicine,2,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",Arthur Kornberg,368,Arthur,Kornberg,male,03/03/1918,USA,Brooklyn NY,US,26/10/2007,USA,Stanford CA,US,Stanford University,Stanford CA,USA
316,1959,223,Jaroslav,Heyrovsky,chemistry,1,"""for his discovery and development of the polarographic methods of analysis""",Jaroslav Heyrovsky,223,Jaroslav,Heyrovsky,male,1890-12-20,Austria-Hungary (now Czech Republic),Prague,CZ,27/03/1967,Czechoslovakia (now Czech Republic),Prague,CZ,Polarographic Institute of the Czechoslovak Academy of Science,Prague,Czechoslovakia (now Czech Republic)
317,1959,73,Owen,Chamberlain,physics,2,"""for their discovery of the antiproton""",Owen Chamberlain,73,Owen,Chamberlain,male,10/07/1920,USA,San Francisco CA,US,28/02/2006,USA,Berkeley CA,US,University of California,Berkeley CA,USA
318,1959,72,Emilio,Segrè,physics,2,"""for their discovery of the antiproton""",Emilio Segrè,72,Emilio,Segrè,male,01/02/1905,Italy,Tivoli,IT,22/04/1989,USA,Lafayette CA,US,University of California,Berkeley CA,USA
319,1959,367,Severo,Ochoa,medicine,2,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",Severo Ochoa,367,Severo,Ochoa,male,24/09/1905,Spain,Luarca,ES,01/11/1993,Spain,Madrid,ES,New York University College of Medicine,New York NY,USA
320,1959,518,Philip,Noel-Baker,peace,1,"""for his longstanding contribution to the cause of disarmament and peace""",Philip Noel-Baker,518,Philip,Noel-Baker,male,1889-11-01,United Kingdom,London,GB,08/10/1982,United Kingdom,London,GB,,,
321,1959,630,Salvatore,Quasimodo,literature,1,"""for his lyrical poetry which with classical fire expresses the tragic experience of life in our own times""",Salvatore Quasimodo,630,Salvatore,Quasimodo,male,20/08/1901,Italy,Modica,IT,14/06/1968,Italy,Naples,IT,,,
322,1960,370,Peter,Medawar,medicine,2,"""for discovery of acquired immunological tolerance""",Peter Medawar,370,Peter,Medawar,male,28/02/1915,Brazil,Rio de Janeiro,BR,02/10/1987,United Kingdom,London,GB,University College,London,United Kingdom
323,1960,74,Donald A.,Glaser,physics,1,"""for the invention of the bubble chamber""",Donald A. Glaser,74,Donald A.,Glaser,male,21/09/1926,USA,Cleveland OH,US,28/02/2013,USA,Berkeley CA,US,University of California,Berkeley CA,USA
324,1960,369,Sir Frank Macfarlane,Burnet,medicine,2,"""for discovery of acquired immunological tolerance""",Sir Frank Macfarlane Burnet,369,Sir Frank Macfarlane,Burnet,male,1899-09-03,Australia,Traralgon,AU,31/08/1985,Australia,Melbourne,AU,Walter and Eliza Hall Institute for Medical Research,Melbourne,Australia
325,1960,631,Saint-John,Perse,literature,1,"""for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time""",Saint-John Perse,631,Saint-John,Perse,male,1887-05-31,Guadeloupe Island,Pointe-à-Pitre,GP,20/09/1975,France,Presqu'île-de-Giens,FR,,,
326,1960,519,Albert,Lutuli,peace,1,"""for his non-violent struggle against apartheid""",Albert Lutuli,519,Albert,Lutuli,male,1898-00-00,Southern Rhodesia (now Zimbabwe),Bulawayo,ZW,21/07/1967,South Africa,Stanger,ZA,,,
327,1960,224,Willard F.,Libby,chemistry,1,"""for his method to use carbon-14 for age determination in archaeology geology geophysics and other branches of science""",Willard F. Libby,224,Willard F.,Libby,male,17/12/1908,USA,Grand Valley CO,US,08/09/1980,USA,Los Angeles CA,US,University of California,Los Angeles CA,USA
328,1961,76,Rudolf,Mössbauer,physics,2,"""for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name""",Rudolf Mössbauer,76,Rudolf,Mössbauer,male,31/01/1929,Germany,Munich,DE,14/09/2011,,,,Technical University,Munich,Germany
329,1961,520,Dag,Hammarskjöld,peace,1,"""for developing the UN into an effective and constructive international organization capable of giving life to the principles and aims expressed in the UN Charter""",Dag Hammarskjöld,520,Dag,Hammarskjöld,male,29/07/1905,Sweden,Jönköping,SE,18/09/1961,Northern Rhodesia (now Zambia),Ndola,ZM,,,
330,1961,371,Georg,von Békésy,medicine,1,"""for his discoveries of the physical mechanism of stimulation within the cochlea""",Georg von Békésy,371,Georg,von Békésy,male,1899-06-03,Hungary,Budapest,HU,13/06/1972,USA,Honolulu HI,US,Harvard University,Cambridge MA,USA
331,1961,633,Ivo,Andric,literature,1,"""for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country""",Ivo Andric,633,Ivo,Andric,male,1892-10-10,Bosnia (now Bosnia and Herzegovina),Dolac,BA,13/03/1975,Yugoslavia (now Serbia),Belgrade,RS,,,
332,1961,225,Melvin,Calvin,chemistry,1,"""for his research on the carbon dioxide assimilation in plants""",Melvin Calvin,225,Melvin,Calvin,male,08/04/1911,USA,St. Paul MN,US,08/01/1997,USA,Berkeley CA,US,University of California,Berkeley CA,USA
333,1961,75,Robert,Hofstadter,physics,2,"""for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons""",Robert Hofstadter,75,Robert,Hofstadter,male,05/02/1915,USA,New York NY,US,17/11/1990,USA,Stanford CA,US,Stanford University,Stanford CA,USA
334,1962,374,Maurice,Wilkins,medicine,3,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",Maurice Wilkins,374,Maurice,Wilkins,male,15/12/1916,New Zealand,Pongaroa,NZ,05/10/2004,United Kingdom,London,GB,London University,London,United Kingdom
335,1962,373,James,Watson,medicine,3,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",James Watson,373,James,Watson,male,06/04/1928,USA,Chicago IL,US,0000-00-00,,,,Harvard University,Cambridge MA,USA
336,1962,372,Francis,Crick,medicine,3,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",Francis Crick,372,Francis,Crick,male,08/06/1916,United Kingdom,Northampton,GB,28/07/2004,USA,San Diego CA,US,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom
337,1962,217,Linus,Pauling,peace,1,"""for his fight against the nuclear arms race between East and West""",Linus Pauling,217,Linus,Pauling,male,28/02/1901,USA,Portland OR,US,19/08/1994,USA,Big Sur CA,US,California Institute of Technology (Caltech),Pasadena CA,USA
338,1962,227,John C.,Kendrew,chemistry,2,"""for their studies of the structures of globular proteins""",John C. Kendrew,227,John C.,Kendrew,male,24/03/1917,United Kingdom,Oxford,GB,23/08/1997,United Kingdom,Cambridge,GB,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom
339,1962,226,Max F.,Perutz,chemistry,2,"""for their studies of the structures of globular proteins""",Max F. Perutz,226,Max F.,Perutz,male,19/05/1914,Austria,Vienna,AT,06/02/2002,United Kingdom,Cambridge,GB,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom
340,1962,77,Lev,Landau,physics,1,"""for his pioneering theories for condensed matter especially liquid helium""",Lev Landau,77,Lev,Landau,male,22/01/1908,Russian Empire (now Azerbaijan),Baku,AZ,01/04/1968,USSR (now Russia),Moscow,RU,Academy of Sciences,Moscow,USSR (now Russia)
341,1962,634,John,Steinbeck,literature,1,"""for his realistic and imaginative writings combining as they do sympathetic humour and keen social perception""",John Steinbeck,634,John,Steinbeck,male,27/02/1902,USA,Salinas CA,US,20/12/1968,USA,New York NY,US,,,
342,1963,377,Andrew,Huxley,medicine,3,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",Andrew Huxley,377,Andrew,Huxley,male,22/11/1917,United Kingdom,Hampstead,GB,30/05/2012,United Kingdom,Grantchester,GB,University College,London,United Kingdom
343,1963,376,Alan,Hodgkin,medicine,3,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",Alan Hodgkin,376,Alan,Hodgkin,male,05/02/1914,United Kingdom,Banbury,GB,20/12/1998,United Kingdom,Cambridge,GB,University of Cambridge,Cambridge,United Kingdom
344,1963,375,Sir John,Eccles,medicine,3,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",Sir John Eccles,375,Sir John,Eccles,male,27/01/1903,Australia,Melbourne,AU,02/05/1997,Switzerland,Contra,CH,Australian National University,Canberra,Australia
345,1963,80,J. Hans D.,Jensen,physics,4,"""for their discoveries concerning nuclear shell structure""",J. Hans D. Jensen,80,J. Hans D.,Jensen,male,25/06/1907,Germany,Hamburg,DE,11/02/1973,West Germany (now Germany),Heidelberg,DE,University of Heidelberg,Heidelberg,Germany
346,1963,78,Eugene,Wigner,physics,2,"""for his contributions to the theory of the atomic nucleus and the elementary particles particularly through the discovery and application of fundamental symmetry principles""",Eugene Wigner,78,Eugene,Wigner,male,17/11/1902,Austria-Hungary (now Hungary),Budapest,HU,01/01/1995,USA,Princeton NJ,US,Princeton University,Princeton NJ,USA
347,1963,482,International Committee of the Red Cross,,peace,2,"""for promoting the principles of the Geneva Convention and cooperation with the UN""",,467,Institute of International Law,,org,1873-00-00,,,,0000-00-00,,,,,,
348,1963,523,League of Red Cross Societies,,peace,2,"""for promoting the principles of the Geneva Convention and cooperation with the UN""",,467,Institute of International Law,,org,1873-00-00,,,,0000-00-00,,,,,,
349,1963,635,Giorgos,Seferis,literature,1,"""for his eminent lyrical writing inspired by a deep feeling for the Hellenic world of culture""",Giorgos Seferis,635,Giorgos,Seferis,male,13/03/1900,Ottoman Empire (now Turkey),Smyrna (now Izmir),TR,20/09/1971,Greece,Athens,GR,,,
350,1963,79,Maria,Goeppert Mayer,physics,4,"""for their discoveries concerning nuclear shell structure""",Maria Goeppert Mayer,79,Maria,Goeppert Mayer,female,28/06/1906,Germany (now Poland),Kattowitz (now Katowice),PL,20/02/1972,USA,San Diego CA,US,University of California,San Diego CA,USA
351,1963,228,Karl,Ziegler,chemistry,2,"""for their discoveries in the field of the chemistry and technology of high polymers""",Karl Ziegler,228,Karl,Ziegler,male,1898-11-26,Germany,Helsa,DE,12/08/1973,West Germany (now Germany),Mülheim,DE,Max-Planck-Institut für Kohlenforschung,Mülheim an der Ruhr,Germany
352,1963,229,Giulio,Natta,chemistry,2,"""for their discoveries in the field of the chemistry and technology of high polymers""",Giulio Natta,229,Giulio,Natta,male,26/02/1903,Italy,Imperia,IT,02/05/1979,Italy,Bergamo,IT,Institute of Technology,Milan,Italy
353,1964,82,Nicolay G.,Basov,physics,4,"""for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",Nicolay G. Basov,82,Nicolay G.,Basov,male,14/12/1922,USSR (now Russia),Usman,RU,01/07/2001,Russia,Moscow,RU,P.N. Lebedev Physical Institute,Moscow,USSR (now Russia)
354,1964,637,Jean-Paul,Sartre,literature,1,"""for his work which rich in ideas and filled with the spirit of freedom and the quest for truth has exerted a far-reaching influence on our age""",Jean-Paul Sartre,637,Jean-Paul,Sartre,male,21/06/1905,France,Paris,FR,15/04/1980,France,Paris,FR,,,
355,1964,524,Martin Luther,King Jr.,peace,1,"""for his non-violent struggle for civil rights for the Afro-American population""",Martin Luther King Jr.,524,Martin Luther,King Jr.,male,15/01/1929,USA,Atlanta GA,US,04/04/1968,USA,Memphis TN,US,,,
356,1964,83,Aleksandr M.,Prokhorov,physics,4,"""for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",Aleksandr M. Prokhorov,83,Aleksandr M.,Prokhorov,male,11/07/1916,Australia,Atherton,AU,08/01/2002,Russia,Moscow,RU,P.N. Lebedev Physical Institute,Moscow,USSR (now Russia)
357,1964,379,Feodor,Lynen,medicine,2,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",Feodor Lynen,379,Feodor,Lynen,male,06/04/1911,Germany,Munich,DE,06/08/1979,Germany,Munich,DE,Max-Planck-Institut für Zellchemie,Munich,Germany
358,1964,81,Charles H.,Townes,physics,2,"""for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",Charles H. Townes,81,Charles H.,Townes,male,28/07/1915,USA,Greenville SC,US,27/01/2015,USA,Berkeley CA,US,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
359,1964,378,Konrad,Bloch,medicine,2,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",Konrad Bloch,378,Konrad,Bloch,male,21/01/1912,Germany (now Poland),Neisse (now Nysa),PL,15/10/2000,USA,Burlington MA,US,Harvard University,Cambridge MA,USA
360,1964,230,Dorothy Crowfoot,Hodgkin,chemistry,1,"""for her determinations by X-ray techniques of the structures of important biochemical substances""",Dorothy Crowfoot Hodgkin,230,Dorothy Crowfoot,Hodgkin,female,12/05/1910,Egypt,Cairo,EG,29/07/1994,United Kingdom,Shipston-on-Stour,GB,University of Oxford Royal Society,Oxford,United Kingdom
361,1965,231,Robert B.,Woodward,chemistry,1,"""for his outstanding achievements in the art of organic synthesis""",Robert B. Woodward,231,Robert B.,Woodward,male,10/04/1917,USA,Boston MA,US,08/07/1979,USA,Cambridge MA,US,Harvard University,Cambridge MA,USA
362,1965,380,François,Jacob,medicine,3,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",François Jacob,380,François,Jacob,male,17/06/1920,France,Nancy,FR,19/04/2013,France,Paris,FR,Institut Pasteur,Paris,France
363,1965,381,André,Lwoff,medicine,3,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",André Lwoff,381,André,Lwoff,male,08/05/1902,France,Ainay-le-Château,FR,30/09/1994,France,Paris,FR,Institut Pasteur,Paris,France
364,1965,382,Jacques,Monod,medicine,3,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",Jacques Monod,382,Jacques,Monod,male,09/02/1910,France,Paris,FR,31/05/1976,France,Cannes,FR,Institut Pasteur,Paris,France
365,1965,525,United Nations Children's Fund,,peace,1,"""for its effort to enhance solidarity between nations and reduce the difference between rich and poor states""",,467,Institute of International Law,,org,1873-00-00,,,,0000-00-00,,,,,,
366,1965,84,Sin-Itiro,Tomonaga,physics,3,"""for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles""",Sin-Itiro Tomonaga,84,Sin-Itiro,Tomonaga,male,31/03/1906,Japan,Kyoto,JP,08/07/1979,Japan,Tokyo,JP,Tokyo University of Education,Tokyo,Japan
367,1965,638,Mikhail,Sholokhov,literature,1,"""for the artistic power and integrity with which in his epic of the Don he has given expression to a historic phase in the life of the Russian people""",Mikhail Sholokhov,638,Mikhail,Sholokhov,male,24/05/1905,Russia,Veshenskaya,RU,21/02/1984,USSR (now Russia),Veshenskaya,RU,,,
368,1965,85,Julian,Schwinger,physics,3,"""for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles""",Julian Schwinger,85,Julian,Schwinger,male,12/02/1918,USA,New York NY,US,16/07/1994,USA,Los Angeles CA,US,Harvard University,Cambridge MA,USA
